moda,0.0434782609
gotowanie,0.0434782609
finanse,0.0434782609
kultura,0.0434782609
historia,0.0434782609
koncerty,0.0434782609
motoryzacja,0.0434782609
kosmetyki,0.0434782609
malarstwo,0.0434782609
ogrodnictwo,0.0434782609
gry,0.0434782609
sport,0.0434782609
boks,0.0434782609
fotografia,0.0434782609
kulturaalternatywna,0.0434782609
nightlife,0.0434782609
teatr,0.0434782609
ksiazka,0.0434782609
historiapolski,0.0434782609
natura,0.0434782609
piwowarstwo,0.0434782609
muzykaklasyczna,0.0434782609
ksiazki,0.0434782609
